bookID,title,authors,average_rating,isbn,isbn13,language_code,ratings_count,text_reviews_count,year,month,publisher,is_part_of_series,is_box_set,book_length
18765,I  Claudius (Claudius  #1),Robert Graves,4.27,067972477X,9780679724773,eng,45108,1853,1989,10,Vintage,True,False,Medium
18770,The Modern Mind: An Intellectual History of the 20th Century,Peter Watson,4.26,0060084383,9780060084387,eng,588,56,2002,7,Harper Perennial,False,False,Long
18771,Origins of the Modern Mind: Three Stages in the Evolution of Culture and Cognition,Merlin Donald,4.16,0674644840,9780674644847,eng,94,9,1993,3,Harvard University Press,False,False,Medium
18772,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24,0835608301,9780835608305,eng,69,9,2003,7,Quest Books,False,False,Short
18789,Sanctuary,William Faulkner,3.64,0679748148,9780679748144,eng,9336,544,1993,12,Vintage,False,False,Medium
18790,The Portable Faulkner,William Faulkner/Malcolm Cowley,4.29,014243728X,9780142437285,eng,776,22,2003,2,Penguin Books Ltd.,False,False,Medium
18792,One Matchless Time: A Life of William Faulkner,Jay Parini,3.97,0060935553,9780060935559,eng,193,34,2005,6,Harper Perennial,False,False,Medium
18795,The Guermantes Way (In Search of Lost Time  #3),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.3,0375752331,9780375752339,eng,451,80,1998,11,The Modern Library New York,True,False,Long
18798,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust/Mark Treharne/Christopher Prendergast,4.3,0143039229,9780143039228,eng,4345,246,2005,5,Penguin Classics,True,False,Medium
18799,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/Christopher Prendergast/John Sturrock,4.35,0143039318,9780143039310,eng,3243,172,2005,11,Penguin Classics,True,False,Medium
18800,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.57,1841598976,9781841598970,eng,48,1,2001,6,Everyman's Library,False,False,Long
18801,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,4.39,0375753117,9780375753114,eng,1924,143,1999,2,Modern Library,False,True,Long
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust/Ian Patterson/Christopher Prendergast,4.49,0141180366,9780141180366,eng,181,43,2003,10,Penguin,True,False,Medium
18803,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust/Lydia Davis/Christopher Prendergast,4.14,0141180315,9780141180311,eng,318,52,2003,10,Penguin Classics,True,False,Medium
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,4.56,0691115699,9780691115696,eng,101,12,2003,9,Princeton University Press,False,False,Long
18808,Dostoevsky,Richard Freeborn,3.76,1904341276,9781904341277,eng,55,6,2005,10,Haus Publishing,False,False,Short
18812,Dostoevsky: The Stir of Liberation  1860-1865,Joseph Frank,4.51,0691014523,9780691014524,eng,118,15,1988,11,Princeton University Press,False,False,Medium
18815,Dostoevsky  Kierkegaard  Nietzsche and Kafka,William Hubben,3.57,0684825899,9780684825892,eng,78,10,1997,5,Charles Scribner's Sons,False,False,Short
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,4.34,0816612285,9780816612284,eng,641,29,1984,6,University of Minnesota Press,False,False,Medium
18817,Dostoevsky: The Years of Ordeal  1850-1859,Joseph Frank,4.43,0691014221,9780691014227,eng,151,22,1987,1,Princeton University Press,False,False,Medium
18822,The Possessed,Fyodor Dostoyevsky/Constance Garnett/Elizabeth Dalton,4.27,1593082509,9781593082505,eng,504,52,2005,2,Barnes & Noble,False,False,Long
18824,The Idiot,Fyodor Dostoyevsky/Constance Garnett/Joseph Frank,4.18,1593083475,9785170211579,eng,125,13,2005,1,Barnes & Noble Classics,False,False,Medium
18825,Money,Martin Amis,3.71,0099461889,9780099461883,eng,19967,732,2005,4,Vintage,False,False,Medium
18826,House of Meetings,Martin Amis,3.41,1400044553,9781400044559,eng,1917,206,2007,1,Alfred A. Knopf  Inc.,False,False,Short
18828,The Rachel Papers,Martin Amis,3.59,0679734589,9780679734581,eng,8180,346,1992,9,Vintage,False,False,Short
18829,Yellow Dog,Martin Amis,2.79,1400077273,9781400077274,eng,1449,94,2005,1,Vintage,False,False,Medium
18831,Success,Martin Amis,3.66,0679734481,9780679734482,eng,2191,101,1991,4,Vintage,False,False,Short
18832,Koba the Dread: Laughter and the Twenty Million,Martin Amis,3.83,1400032202,9781400032204,eng,1182,110,2003,9,Vintage,False,False,Medium
18833,Dead Babies,Martin Amis,3.32,067973449X,9780679734499,eng,6348,162,1991,4,Vintage,False,False,Short
18834,Beginning Again: An Autobiography of The Years 1911 to 1918,Leonard Woolf,3.81,0156116804,9780156116800,eng,64,8,1989,10,Mariner Books,False,False,Short
18835,Virginia Woolf: A Biography,Quentin Bell,4.17,0156935805,9780156935807,eng,2583,66,1974,3,Mariner Books,False,False,Medium
18837,Cliffs Notes on Woolf's Mrs. Dalloway,Gary K. Carey,3.09,0764544578,9780764544576,eng,10,2,2003,12,Cliffs Notes,False,False,Short
18839,Orlando,Virginia Woolf,3.87,0141184272,9780141184272,eng,42153,2071,2000,9,Penguin Classics,False,False,Short
18840,The Common Reader,Virginia Woolf/Andrew McNeillie,4.16,015602778X,9780156027786,eng,1136,58,2002,11,Mariner Books,False,False,Short
18842,A Room of One's Own,Virginia Woolf/Mark Hussey/Susan Gubar,4.14,0156030411,9780156030410,eng,878,81,2005,8,Mariner Books,False,False,Short
18843,Women and Writing,Virginia Woolf/Michèle Barrett,4.07,0156028069,9780156028066,eng,244,13,2003,3,A Harvest Book/Harcourt  Inc.,False,False,Short
18844,Flush,Virginia Woolf/Trekkie Ritchie,3.83,0156319527,9780156319522,eng,3567,336,1976,10,Mariner Books,False,False,Short
18846,Virginia Woolf,Hermione Lee,4.26,0375701362,9780375701368,eng,2807,113,1999,10,Vintage,False,False,Long
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,0156508877,9780156508872,eng,96,2,1982,9,Mariner Books,False,False,Medium
18850,On Being Ill,Virginia Woolf/Hermione Lee,4.02,1930464061,9781930464063,eng,1083,96,2002,10,Paris Press,False,False,Short
18852,The Years,Virginia Woolf,3.77,0141185325,9780141185323,eng,2867,174,2002,2,Penguin Classics,False,False,Medium
18853,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.41,0156508842,9780156508841,eng,106,2,1981,5,Mariner Books,False,False,Medium
18854,Three Guineas,Virginia Woolf/Mark Hussey/Jane Marcus,3.87,0156031639,9780156031639,eng,2423,125,2006,7,Mariner Books,False,False,Medium
18860,The Little Red Lighthouse and the Great Gray Bridge,Hildegarde Hoyt Swift/Lynd Ward,4.26,0152045732,9780152045739,eng,2276,101,2003,11,Houghton Mifflin Company,False,False,Short
18861,The Eagle (The Lighthouse Family  #3),Cynthia Rylant/Preston McDaniels,4.08,068986311X,9780689863110,eng,176,15,2005,10,Beach Lane Books,True,False,Short
18862,The Storm (The Lighthouse Family  #1),Cynthia Rylant/Preston McDaniels,4.18,068984882X,9780689848827,eng,445,86,2003,9,Beach Lane Books,True,False,Short
18867,The Art of Maurice Sendak,Selma G. Lanes,4.43,0810980630,9780810980631,eng,796,28,1998,9,Harry N. Abrams,False,False,Short
18874,The Poet  the Warrior  the Prophet,Rubem A. Alves,4.43,0334028965,9780334028963,eng,27,6,2002,9,SCM Press,False,False,Short
18877,The Warrior Prophet (The Prince of Nothing  #2),R. Scott Bakker,3.95,1585677280,9781585677283,eng,10570,221,2005,10,Overlook TP,True,False,Medium
18878,The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),David Eddings,4.28,0345456327,9780345456328,eng,14418,385,2002,8,Del Rey Books,False,True,Medium
18879,The Belgariad  Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad  #4-5),David Eddings,4.39,0345456319,9780345456311,eng,7083,140,2002,8,Del Rey,False,True,Medium
18880,The Younger Gods (The Dreamers  #4),David Eddings/Leigh Eddings,3.34,0446613320,9780446613323,eng,4541,85,2007,3,Grand Central Publishing,True,False,Medium
18881,The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,4.34,0345483863,9780345483867,eng,4839,71,2005,8,Del Rey,False,True,Long
18882,The Malloreon  Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon  #4-5),David Eddings,4.36,0345483871,9780345483874,eng,5457,59,2005,8,Del Rey,False,True,Medium
18884,Polgara the Sorceress,David Eddings/Leigh Eddings,4.09,0345422554,9780345422552,eng,25145,291,1998,12,Del Rey Books,False,False,Long
18888,Mistress of Magic (The Mists of Avalon  #1),Marion Zimmer Bradley/Davina Porter,4.12,1556908687,9781556908682,eng,12,4,1993,4,Recorded Books  Inc.,True,False,Short
18892,The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,0451454243,9780451454249,eng,15171,322,1995,4,Roc,True,False,Medium
18902,Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,4.12,0738706124,9780738706122,eng,334,2,2005,3,Llewellyn Publications,True,False,Short
18906,The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,3.88,0060766743,9780060766740,eng,94,7,2005,5,HarperCollins,False,True,Medium
18910,The Parallax View,Slavoj Žižek,4.0,0262240513,9780262240512,eng,1027,51,2006,2,MIT Press (MA),False,False,Medium
18911,Looking Awry: An Introduction to Jacques Lacan through Popular Culture,Slavoj Žižek,4.04,026274015X,9780262740159,eng,1316,51,1992,9,MIT Press,False,False,Short
18913,The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,3.85,0262740257,9780262740258,eng,630,40,2003,8,The MIT Press,False,False,Short
18923,Zizek: A Critical Introduction,Sarah   Kay,3.46,0745622089,9780745622088,eng,37,4,2003,4,Polity Press,False,False,Short
18926,Conversations with Žižek,Slavoj Žižek/Glyn Daly,3.88,0745628974,9780745628974,eng,117,1,2003,12,Polity Press,False,False,Short
18929,Marcovaldo,Italo Calvino/William Weaver,3.89,0156572044,9780156572040,eng,5813,276,1983,11,Mariner Books,False,False,Short
18930,The Uses of Literature,Italo Calvino/Patrick Creagh,4.07,0156932504,9780156932509,eng,900,32,1987,10,Mariner Books,False,False,Medium
18931,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,3.85,1580628362,9781580628365,eng,9662,897,2003,3,Adams Media,False,False,Short
18937,In the Beginning...Was the Command Line,Neal Stephenson,3.8,0380815931,9780380815937,eng,6638,329,1999,11,William Morrow Paperbacks,False,False,Short
18942,The Extraordinary Cases of Sherlock Holmes,Arthur Conan Doyle,4.21,0140367055,9780140367058,eng,552,37,1994,6,Puffin Books,False,False,Short
18943,Confessions of an Ugly Stepsister,Gregory Maguire,3.53,0060987529,9780060987527,eng,53782,3344,2000,10,William Morrow Paperbacks,False,False,Medium
18947,Jane Austen For Dummies,Joan Elizabeth Klingel Ray,4.03,0470008296,9780470008294,eng,524,62,2006,8,John Wiley,False,False,Medium
18952,The Rediscovery of Man,Cordwainer Smith,4.14,1857988191,9781857988192,eng,2396,98,1999,5,Gollancz,False,False,Medium
18956,Homicide: A Year on the Killing Streets,David Simon,4.38,0805080759,9780805080759,eng,12071,837,2006,8,Holt McDougal,False,False,Medium
18957,The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon/Edward Burns,4.43,0767900316,9780767900317,eng,4404,434,1998,6,Broadway Books,False,False,Medium
18959,El Libertador: Writings of Simón Bolívar,Simón Bolívar/Frederick H. Fornoff/David Bushnell,3.84,0195144813,9780195144819,eng,7,1,2003,5,Oxford University Press  USA,False,False,Short
18962,Hands Collected: The Books of Simon Perchik,Simon Perchik/David Baratier,4.25,188635085X,9781886350854,eng,4,0,2000,1,Pavement Saw Press,False,False,Medium
18963,Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,0395680921,9780395680926,eng,1619,44,1993,12,Houghton Mifflin Harcourt,True,False,Medium
18964,The War of the Jewels (The History of Middle-Earth  #11),J.R.R. Tolkien/Christopher Tolkien,3.93,0395710413,9780395710418,eng,3329,15,1994,12,Houghton Mifflin Harcourt,True,False,Medium
18966,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,0261102427,9780261102422,eng,292,40,1999,2,HarperCollins,False,False,Medium
18967,The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,1593600259,9781593600259,eng,25,6,2004,9,Cold Spring Press,False,False,Short
18977,The Silmarillion,J.R.R. Tolkien/Christopher Tolkien,3.92,0048231533,9780048231536,eng,368,44,1979,3,Unwin Paperbacks,False,False,Medium
18981,Hayao Miyazaki: Master of Japanese Animation,Helen McCarthy,3.93,1880656418,9781880656419,eng,317,19,1999,9,Stone Bridge Press,False,False,Short
18984,Cliffs Notes on Frank's The Diary of Anne Frank,Dorothea Shefer-Vanson/CliffsNotes/Anne Frank,4.32,0822003902,9780822003908,eng,70,1,1984,7,Cliffs Notes,False,False,Short
18990,The Honourable Schoolboy,John le Carré,3.95,0743457919,9780743457910,eng,11733,513,2002,10,Scribner Book Company,False,False,Medium
19022,Valparaiso,Don DeLillo,3.33,033042694X,9780330426947,eng,383,21,2004,4,Pan MacMillan,False,False,Short
19040,No More Water in the Tub!,Tedd Arnold/Mark Buehner,3.95,0140564306,9780140564303,eng,214,38,1998,12,Puffin Books,False,False,Short
19041,Big Red Tub,Julia Jarman/Adrian    Reynolds,4.03,0439672325,9780439672320,eng,241,29,2004,12,Orchard,False,False,Short
19043,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,0439343909,9780439343909,eng,768,33,2003,8,Scholastic Paperbacks,True,False,Short
19052,June Bug (Murder-by-Month Mystery #2),Jess Lourey/J.H. Lourey/Jessica Lourey,3.56,0738709123,9780738709123,eng,764,71,2007,3,Midnight Ink,True,False,Short
19056,Wickett's Remedy,Myla Goldberg,3.27,1400078121,9781400078127,eng,1557,231,2006,10,Anchor Books,False,False,Medium
19057,I Am the Messenger,Markus Zusak/Emmanuel Pailler,4.07,0375836675,9780375836671,eng,110898,11457,2006,5,Alfred A. Knopf Borzoi Books,False,False,Medium
19062,Getting the Girl (Wolfe Brothers  #3),Markus Zusak,3.7,043938950x,9780439389501,eng,4327,385,2004,6,Push,True,False,Short
19063,The Book Thief,Markus Zusak/Cao Xuân Việt Khương,4.37,0375831002,9780375831003,eng,1516367,86881,2006,3,Alfred A. Knopf  Inc.,False,False,Medium
19065,Fighting Ruben Wolfe (Wolfe Brothers  #2),Markus Zusak/Stig Wemyss,3.84,0439241871,9780439241878,eng,3105,223,2002,6,Push,True,False,Short
19066,Underdog (Wolfe Brothers  #1),Markus Zusak,3.38,3473352349,9783473352340,eng,2591,207,1999,5,Ravensburger Buchverlag,True,False,Short
19067,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,0023895306,9780023895302,eng,265,20,1962,1,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),False,False,Medium
19068,The Nicomachean Ethics,Aristotle/James Alexander Kerr Thomson/Jonathan Barnes/Hugh Tredennick,3.94,0140449493,9780140449495,eng,23683,472,2004,1,Penguin Classics,False,False,Medium
19072,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,0911589031,9780911589030,eng,13,0,1984,5,Peripatetic Press,False,False,Medium
19075,Madame Bovary,Gustave Flaubert/Geoffrey Wall/Michèle Roberts,3.67,0140449124,9780140449129,eng,3620,394,2002,12,Penguin Classics,False,False,Medium
19078,Madame Bovary (Critical Editions),Gustave Flaubert/Margaret Cohen/Eleanor Marx,3.67,0393979172,9780393979176,eng,401,33,2004,12,W.W. Norton & Company,False,False,Medium
19081,Madame Bovary,Gustave Flaubert/Donada  Peters,3.67,1400132746,9781400132744,eng,3,0,2006,10,Tantor Media,False,False,Short
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,0691099502,9780691099507,eng,2318,17,1984,9,Bollingen/Princeton University Press (NJ),False,False,Long
19083,Politics,Aristotle,3.94,0486414248,9780486414249,eng,26727,274,2000,11,Dover Publications  Inc.,False,False,Medium
19084,Aristotle's Ethics (SparkNotes Literature Guides),SparkNotes,3.0,158663822X,9781586638221,eng,2,0,2003,6,SparkNotes,False,False,Short
19088,The Politics and The Constitution of Athens,Aristotle/Stephen Everson,3.98,0521484006,9780521484008,eng,407,12,1996,10,Cambridge University Press,False,False,Medium
19090,Middlemarch,George Eliot/Megan McDaniel/Lynne Sharon Schwartz/Lynn Sharon Schwartz,3.96,1593080239,9781593080235,eng,503,121,2003,4,Barnes & Noble Classics,False,False,Long
19093,Middlemarch,George Eliot/Harriet Walter,3.96,0141804513,9780141804514,eng,50,14,2003,1,Penguin Audio UK,False,False,Short
19099,Silas Marner,George Eliot,3.64,1591940486,9781591940487,eng,165,6,2006,5,Townsend Press,False,False,Short
19100,1984,George Orwell/Mauricio Molina/Miguel Martínez Sarmiento,4.18,9685270880,9789685270885,spa,451,42,2002,8,Lectorum,False,False,Medium
19103,The Complete Tales of Nikolai Gogol  Volume 1,Nikolai Gogol/Constance Garnett/Leonard J. Kent,4.32,0226300684,9780226300689,eng,311,14,1985,4,University of Chicago Press,False,False,Medium
19104,The Overcoat and Other Short Stories,Nikolai Gogol,4.21,0486270572,9780486270579,rus,8944,196,1992,2,Dover Publications  Inc.,False,False,Short
19106,The Nose,Nikolai Gogol/Kevin Hawkes,3.89,0688104649,9780688104641,eng,12968,446,1994,9,HarperCollins Publishers  Inc.,False,False,Short
19108,Dead Souls,Nikolai Gogol/Richard Pevear/Larissa Volokhonsky,3.99,1400043190,9781400043194,eng,388,49,2004,9,Everyman's Library,False,False,Medium
19117,Fathers and Sons,Ivan Turgenev/George Reavy/Jane Costlow,3.96,0451529693,9780451529695,eng,49911,1127,2005,2,Signet Book,False,False,Short
19118,Father to Son  (The Destroyer  #129),Warren Murphy/Richard Sapir/James Mullaney,4.11,0373632444,9780373632442,eng,60,4,2002,10,Gold Eagle,True,False,Medium
19124,Children of the Star (Children of the Star  #1-3),Sylvia Engdahl,4.24,1892065142,9781892065148,eng,168,12,2000,1,Meisha Merlin Publishing,False,True,Long
19125,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4.0,155037396X,9781550373967,eng,219,21,1995,2,Annick Press,False,False,Short
19126,From Far Away  Vol. 01,Kyoko Hikawa/Trina Robbins/Yuko Sawada/Walden Wong,4.31,1591165997,9781591165996,eng,5827,125,2004,11,VIZ Media,False,False,Short
19129,Silos  Politics and Turf Wars: A Leadership Fable about Destroying the Barriers That Turn Colleagues Into Competitors,Patrick Lencioni,4.05,0787976385,9780787976385,eng,2677,166,2006,2,Jossey-Bass,False,False,Short
19134,Moral Politics: How Liberals and Conservatives Think,George Lakoff,4.03,0226467716,9780226467719,eng,1260,130,2002,5,University of Chicago Press,False,False,Medium
19135,'Salem's Lot,Stephen King/Ron McLarty,4.02,0743536959,9780743536950,eng,56,5,2004,1,Simon & Schuster Audio,False,False,Short
19136,El misterio de Salem's Lot,Stephen King/Marta I. Guastavino,4.02,8484504794,9788484504795,spa,16,3,2002,12,Plaza & Janes Editores  S.A.,False,False,Medium
19137,'Salem's Lot,Stephen King,4.02,0451098277,9780451098276,eng,18,3,1976,8,Signet,False,False,Long
19144,Prodigal Blues,Gary A. Braunbeck/Deena Warner,4.25,1587671093,9781587671098,eng,221,28,2006,5,Cemetery Dance Publications,False,False,Medium
19148,The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4.0,0140444416,9780140444414,eng,305,19,1984,11,Penguin Classics,False,False,Medium
19152,The Divine Comedy I: Hell,Dante Alighieri/Dorothy L. Sayers,4.0,0140440062,9780140440065,eng,696,75,2005,1,Penguin Classics,False,False,Medium
19155,The Divine Comedy  Vol. 1: Inferno,Dante Alighieri/Mark Musa,4.0,0142437220,9780142437223,eng,2172,166,2003,2,Penguin Classics,False,False,Medium
19156,Could Do Better: Why Children Underachieve and What to Do About It,Harvey P. Mandel/Sander I. Marcus/Loral Dean,3.8,047115847X,9780471158479,eng,2,0,1996,8,Wiley,False,False,Short
19163,Inferno,Dante Alighieri/Allen Mandelbaum/Barry Moser/Gabriel Marruzzo/Laury Magnus,4.0,0553213393,9780553213393,eng,1075,86,2004,8,Bantam Books  Inc.,False,False,Medium
19164,Purgatorio (La Divina Commedia #2),Dante Alighieri/Robert M. Durling,4.02,0195087453,9780195087451,ita,15675,244,2004,4,Oxford University Press  USA,True,False,Long
19165,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4.0,0812034112,9780812034110,eng,5,0,1984,10,Barron's Educational Series,False,False,Short
19166,The Portable Dante,Dante Alighieri/Mark Musa,4.22,0142437549,9780142437544,eng,278,38,2003,7,Penguin Books Ltd.,False,False,Medium
19171,Purgatorio (The Divine Comedy  #2),Dante Alighieri/Allen Mandelbaum/Laury Magnus/Anthony Oldcorn/Daniel Feldman/Barry Moser,4.02,055321344X,9780553213447,eng,460,33,2004,8,Bantam Books  Inc.,True,False,Medium
19172,The Divine Comedy  Vol. 3: Paradise,Dante Alighieri/Mark Musa,3.95,0140444432,9780140444438,eng,378,32,1986,7,Penguin Classics,False,False,Medium
19173,The Divine Comedy  Vol. 2: Purgatory,Dante Alighieri/Mark Musa,4.02,0140444424,9780140444421,eng,764,49,1985,5,Penguin Classics,False,False,Medium
19176,Vita Nuova,Dante Alighieri/Mark Musa,3.87,0253201624,9780253201621,eng,67,10,1973,4,Indiana University Press,False,False,Short
19178,The Rime of the Ancient Mariner and Other Poems,Samuel Taylor Coleridge/Stanley Appelbaum,3.94,0486272664,9780486272665,eng,3058,78,1992,9,Dover Publications  Inc.,False,False,Short
19179,Beowulf,Unknown/Burton Raffel,3.44,0451527402,9780451527400,eng,2753,150,1999,9,Signet Classics,False,False,Short
19180,Beowulf: A Dual-Language Edition,Unknown/Howell D. Chickering,3.44,1400096227,9781400096220,eng,246,32,2006,2,Anchor,False,False,Medium
19181,Beowulf: A New Telling,Robert Nye,3.5,0440905605,9780440905608,eng,1690,326,1982,3,Dell,False,False,Short
19182,Beowulf,Michael Morpurgo/Michael Foreman,3.85,0763632066,9780763632069,eng,51,8,2006,10,Candlewick Press,False,False,Short
19193,Seamus Heaney,Helen Vendler,4.07,0674002059,9780674002050,eng,61,10,2000,3,Harvard University Press,False,False,Short
19199,The Spirit Level: Poems,Seamus Heaney,4.14,0374525110,9780374525118,eng,94,12,1997,4,Farrar  Straus & Giroux,False,False,Short
19243,New Selected Poems 1966-1987,Seamus Heaney,4.19,0571143725,9780571143726,eng,356,19,2002,3,Faber & Faber,False,False,Short
19254,Finders Keepers: Selected Prose  1971-2001,Seamus Heaney,4.15,0571210910,9780571210916,eng,16,0,2003,4,Faber & Faber,False,False,Medium
19257,Canopy: A Work for Voice and Light in Harvard Yard,David   Ward/Parveen Adams/Seamus Heaney/Ivan Gaskell,0.0,0916724948,9780916724948,eng,0,0,1997,12,Arts Publications,False,False,Short
19259,Electric Light,Seamus Heaney,3.94,0571207987,9780571207985,eng,30,2,2001,3,Faber & Faber,False,False,Short
19263,Norden,Seamus Heaney,4.09,3446187499,9783446187498,ger,2,0,1996,8,Carl Hanser,False,False,Short
19279,Norte,Seamus Heaney/Margarita Ardanaz,4.09,8475173462,9788475173467,spa,6,1,1992,11,Hiperión,False,False,Short
19282,The Odyssey,Homer/Robert Fitzgerald/Seamus Heaney,3.76,1857150945,9781857150940,eng,48,3,1992,10,Everyman,False,False,Medium
19290,Paradise Lost,John Milton/Scott Elledge,3.82,0393962938,9780393962932,eng,421,40,1993,3,W. W. Norton & Company,False,False,Medium
19293,Tolkien: The Illustrated Encyclopaedia,David Day,4.13,0684839792,9780684839790,eng,3965,25,1996,9,Touchstone,False,False,Short
19295,Ten Days to Self-Esteem,David D. Burns,3.96,0688094554,9780688094553,eng,436,19,1999,3,William Morrow Paperbacks,False,False,Medium
19298,The Swords of Night and Day (The Drenai Saga  #11),David Gemmell,4.32,0552146781,9780552146784,eng,6954,93,2005,4,Corgi,True,False,Medium
19302,Pippi Longstocking,Astrid Lindgren/Florence Lamborn/Louis S. Glanzman,4.13,0142402494,9780142402498,eng,147067,2558,2005,4,Puffin Books,False,False,Short
19307,Pippi in the South Seas,Astrid Lindgren/Gerry Bothmer,4.11,0670557110,9780670557110,eng,15193,173,1959,9,Viking Books for Young Readers,False,False,Short
19308,Pippi Goes on Board,Astrid Lindgren/Florence Lamborn/Nancy Seligsohn,4.12,0140309594,9780140309591,eng,10399,156,1977,2,Puffin Books,False,False,Short
19311,The Children of Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.29,014032609X,9780140326093,eng,5920,205,1988,2,Puffin Books,False,False,Short
19312,The Brothers Lionheart,Astrid Lindgren/Ilon Wikland/Jill M. Morgan,4.36,1930900244,9781930900240,eng,20235,453,2004,12,Purple House Press,False,False,Short
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,0140503447,9780140503449,eng,830,41,1981,10,Puffin Books,False,False,Short
19314,Ronia  the Robber's Daughter,Astrid Lindgren/Patricia Crampton,4.3,0140317201,9780140317206,eng,16327,444,1985,2,Puffin Books,False,False,Short
19315,Happy Times in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.3,1883937663,9781883937669,eng,600,35,2003,7,Ignatius Press,False,False,Short
19316,Pippi Calzaslargas (Pippi Calzaslargas  #1),Astrid Lindgren/Blanca Ríos/Richard Kennedy,4.13,8426131921,9788426131928,spa,85,14,2005,7,Editorial Juventud,True,False,Short
19318,The Tomten,Astrid Lindgren/Harald Wiberg,4.24,0698115910,9780698115910,eng,1599,109,1997,10,The Putnam & Grosset Group,False,False,Short
19319,Lotta on Troublemaker Street,Astrid Lindgren/Robin Preiss Glasser,3.98,0689846738,9780689846731,eng,1429,24,2001,10,Aladdin Paperbacks,False,False,Short
19321,The Tale of Peter Rabbit,Beatrix Potter,4.18,0723247706,9780723247708,eng,188842,1575,2002,3,Warne,False,False,Short
19322,The Tale of Peter Rabbit: A Pop-up Adventure,Beatrix Potter,4.18,0723257043,9780723257042,eng,19,2,2006,2,Warne,False,False,Short
19323,Tale of Peter Rabbit,Beatrix Potter,4.18,0723249865,9780723249863,eng,17,2,2004,10,Warne,False,False,Short
19327,The Tale of Peter Rabbit,Beatrix Potter,4.18,0723258732,9780723258735,eng,36,4,2006,12,Warne,False,False,Short
19331,Beatrix Potter's Journal,Beatrix Potter,4.36,0723258058,9780723258056,eng,350,42,2006,10,Warne,False,False,Short
19333,The World of Peter Rabbit (Original Peter Rabbit  Books 1-23),Beatrix Potter,4.62,0723257639,9780723257639,eng,220,14,2006,5,Warne,False,False,Long
19335,Beatrix Potter: A Life in Nature,Linda Lear,4.03,0312369344,9780312369347,eng,1328,184,2007,1,St. Martin's Press,False,False,Medium
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,4.19,072324779X,9780723247791,eng,5209,130,2002,3,Warne,False,False,Short
19347,Treasure Island,Chris Tait/Robert Louis Stevenson/Lucy Corvino/Arthur Pober,3.83,1402713185,9781402713187,eng,798,39,2005,3,Sterling,False,False,Short
19350,The Epic of Gilgamesh,Anonymous/N.K. Sandars,3.68,0848805011,9780848805012,eng,39,6,1976,6,Amereon Limited,False,False,Short
